UP_Chitrakoot,,Chitrakoot
UP_Deoria,,Deoria
UP_Etah,,Etah
UP_Etawah,,Etawah
UP_Farrukhabad,,Farrukhabad
UP_Fatehpur,,Fatehpur
UP_Firozabad,,Firozabad
UP_Gautam Buddha Nagar,,Gautam Buddha Nagar
UP_Ghaziabad,,Ghaziabad
UP_Ghazipur,,Ghazipur
UP_Gonda,,Gonda
UP_Gorakhpur,,Gorakhpur
UP_Hamirpur,,Hamirpur
UP_Hapur,,Hapur
UP_Hardoi,,Hardoi
UP_Hathras,,Hathras
UP_Jalaun,,Jalaun
UP_Jaunpur,,Jaunpur
UP_Jhansi,,Jhansi
UP_Kannauj,,Kannauj
UP_Kanpur Dehat,,Kanpur Dehat
UP_Kanpur Nagar,,Kanpur Nagar
UP_Kasganj,,Kasganj
UP_Kaushambi,,Kaushambi
UP_Kushinagar,,Kushinagar
UP_Lakhimpur Kheri,,Lakhimpur Kheri
UP_Lalitpur,,Lalitpur
UP_Lucknow,,Lucknow
UP_Maharajganj,,Maharajganj
UP_Mahoba,,Mahoba
UP_Mainpuri,,Mainpuri
UP_Mathura,,Mathura
UP_Mau,,Mau
UP_Meerut,,Meerut
UP_Mirzapur,,Mirzapur
UP_Moradabad,,Moradabad
UP_Muzaffarnagar,,Muzaffarnagar
UP_Pilibhit,,Pilibhit
UP_Pratapgarh,,Pratapgarh
UP_Prayagraj,,Prayagraj
UP_Rae Bareli,,Rae Bareli
UP_Rampur,,Rampur
UP_Saharanpur,,Saharanpur
UP_Sambhal,,Sambhal
UP_Sant Kabir Nagar,,Sant Kabir Nagar
UP_Shahjahanpur,,Shahjahanpur
UP_Shamli,,Shamli
UP_Shrawasti,,Shrawasti
UP_Siddharthnagar,,Siddharthnagar
UP_Sitapur,,Sitapur
UP_Sonbhadra,,Sonbhadra
UP_Sultanpur,,Sultanpur
UP_Unnao,,Unnao
UP_Varanasi,,Varanasi
UT_Almora,,Almora
UT_Bageshwar,,Bageshwar
UT_Chamoli,,Chamoli
UT_Champawat,,Champawat
UT_Dehradun,,Dehradun
UT_Haridwar,,Haridwar
UT_Nainital,,Nainital
UT_Pauri Garhwal,,Pauri Garhwal
UT_Pithoragarh,,Pithoragarh
UT_Rudraprayag,,Rudraprayag
UT_Tehri Garhwal,,Tehri Garhwal
UT_Udham Singh Nagar,,Udham Singh Nagar
UT_Uttarkashi,,Uttarkashi
WB_Alipurduar,,Alipurduar
WB_Bankura,,Bankura
WB_North 24 Parganas,,North 24 Parganas
WB_Birbhum,,Birbhum
WB_Bankura,,Bankura
WB_Cooch Behar,,Cooch Behar
WB_Dakshin Dinajpur,,Dakshin Dinajpur
WB_Darjeeling,,Darjeeling
WB_South 24 Parganas,,South 24 Parganas
WB_Purba Bardhaman,,Purba Bardhaman
WB_Hooghly,,Hooghly
WB_Howrah,,Howrah
WB_Jalpaiguri,,Jalpaiguri
WB_Jhargram,,Jhargram
WB_Kalimpong,,Kalimpong
WB_Kolkata,,Kolkata
WB_Malda,,Malda
WB_Murshidabad,,Murshidabad
WB_Nadia,,Nadia
WB_Purba Medinipur,,Purba Medinipur
WB_North 24 Parganas,,North 24 Parganas
WB_Paschim Medinipur,,Paschim Medinipur
WB_Purba Medinipur,,Purba Medinipur
WB_Purulia,,Purulia
WB_Birbhum,,Birbhum
WB_South 24 Parganas,,South 24 Parganas
WB_Uttar Dinajpur,,Uttar Dinajpur
WB_Paschim Bardhaman,,Paschim Bardhaman
